step,nodes,merges_this_step,cumulative_merges,u,mean_mass
1006,64819,26,32741,0.5818760218952157,1.5051142411947114
1007,64793,26,32767,0.5823380962536433,1.5057182103004954
1008,64767,26,32793,0.5828001706120708,1.5063226643197924
1009,64741,26,32819,0.5832622449704983,1.5069276038368267
1010,64715,26,32845,0.5837243193289259,1.5075330294367613
1011,64689,26,32871,0.5841863936873534,1.5081389417056996
1012,64663,26,32897,0.5846484680457809,1.5087453412306884
1013,64637,26,32923,0.5851105424042085,1.5093522285997185
1014,64611,26,32949,0.585572616762636,1.5099596044017272
1015,64585,26,32975,0.5860346911210634,1.5105674692266007
1016,64559,26,33001,0.586496765479491,1.5111758236651744
1017,64533,26,33027,0.5869588398379185,1.511784668309237
1018,64507,26,33053,0.587420914196346,1.5123940037515309
1019,64481,26,33079,0.5878829885547736,1.513003830585754
1020,64455,26,33105,0.5883450629132011,1.5136141494065627
1021,64429,26,33131,0.5888071372716286,1.5142249608095733
1022,64403,26,33157,0.5892692116300562,1.5148362653913638
1023,64377,26,33183,0.5897312859884837,1.5154480637494758
1024,64351,26,33209,0.5901933603469112,1.5160603564824167
1025,64325,26,33235,0.5906554347053388,1.516673144189662
1026,64299,26,33261,0.5911175090637663,1.5172864274716558
1027,64273,26,33287,0.5915795834221937,1.517900206929815
1028,64247,26,33313,0.5920416577806213,1.5185144831665291
1029,64221,26,33339,0.5925037321390488,1.5191292567851638
1030,64195,26,33365,0.5929658064974763,1.5197445283900615
1031,64169,26,33391,0.5934278808559039,1.520360298586545
1032,64143,26,33417,0.5938899552143314,1.5209765679809177
1033,64117,26,33443,0.5943520295727589,1.5215933371804669
1034,64091,26,33469,0.5948141039311865,1.5222106067934655
1035,64065,26,33495,0.595276178289614,1.5228283774291735
1036,64039,26,33521,0.5957382526480415,1.5234466496978403
1037,64013,26,33547,0.5962003270064691,1.5240654242107072
1038,63987,26,33573,0.5966624013648966,1.5246847015800085
1039,63961,26,33599,0.597124475723324,1.525304482418974
1040,63935,26,33625,0.5975865500817517,1.5259247673418315
1041,63909,26,33651,0.5980486244401791,1.526545556963808
1042,63883,26,33677,0.5985106987986066,1.5271668519011317
1043,63857,26,33703,0.5989727731570342,1.5277886527710354
1044,63831,26,33729,0.5994348475154617,1.5284109601917564
1045,63805,26,33755,0.5998969218738892,1.5290337747825407
1046,63779,26,33781,0.6003589962323168,1.5296570971636432
1047,63753,26,33807,0.6008210705907443,1.5302809279563314
1048,63727,26,33833,0.6012831449491718,1.5309052677828863
1049,63701,26,33859,0.6017452193075994,1.531530117266605
1050,63675,26,33885,0.6022072936660269,1.5321554770318022
1051,63649,26,33911,0.6026693680244544,1.532781347703813
1052,63623,26,33937,0.603131442382882,1.5334077299089952
1053,63597,26,33963,0.6035935167413095,1.53403462427473
1054,63571,26,33989,0.6040555910997369,1.5346620314294255
1055,63545,26,34015,0.6045176654581645,1.5352899520025178
1056,63519,26,34041,0.604979739816592,1.5359183866244746
1057,63493,26,34067,0.6054418141750195,1.5365473359267952
1058,63467,26,34093,0.6059038885334471,1.5371768005420139
1059,63441,26,34119,0.6063659628918746,1.5378067811037026
1060,63415,26,34145,0.6068280372503021,1.5384372782464717
1061,63389,26,34171,0.6072901116087297,1.5390682926059727
1062,63363,26,34197,0.6077521859671572,1.5396998248189007
1063,63337,26,34223,0.6082142603255847,1.540331875522996
1064,63311,26,34249,0.6086763346840123,1.540964445357047
1065,63285,26,34275,0.6091384090424398,1.5415975349608912
1066,63259,26,34301,0.6096004834008673,1.5422311449754185
1067,63233,26,34327,0.6100625577592949,1.5428652760425727
1068,63207,26,34353,0.6105246321177223,1.543499928805354
1069,63181,26,34379,0.6109867064761498,1.5441351039078204
1070,63155,26,34405,0.6114487808345774,1.5447708019950914
1071,63129,26,34431,0.6119108551930049,1.5454070237133488
1072,63103,26,34457,0.6123729295514324,1.5460437697098395
1073,63077,26,34483,0.61283500390986,1.5466810406328773
1074,63051,26,34509,0.6132970782682875,1.5473188371318456
1075,63025,26,34535,0.613759152626715,1.5479571598571995
1076,62999,26,34561,0.6142212269851426,1.5485960094604676
1077,62973,26,34587,0.6146833013435701,1.5492353865942547
1078,62947,26,34613,0.6151453757019976,1.5498752919122436
1079,62921,26,34639,0.615607450060425,1.550515726069198
1080,62895,26,34665,0.6160695244188527,1.5511566897209634
1081,62869,26,34691,0.6165315987772801,1.5517981835244716
1082,62843,26,34717,0.6169936731357076,1.55244020813774
1083,62817,26,34743,0.6174557474941352,1.5530827642198768
1084,62791,26,34769,0.6179178218525627,1.5537258524310809
1085,62765,26,34795,0.6183798962109902,1.5543694734326456
1086,62739,26,34821,0.6188419705694178,1.5550136278869602
1087,62713,26,34847,0.6193040449278453,1.5556583164575128
1088,62687,26,34873,0.6197661192862728,1.5563035398088918
1089,62661,26,34899,0.6202281936447004,1.556949298606789
1090,62635,26,34925,0.6206902680031279,1.557595593518001
1091,62609,26,34951,0.6211523423615554,1.558242425210433
1092,62583,26,34977,0.621614416719983,1.558889794353099
1093,62557,26,35003,0.6220764910784105,1.559537701616126
1094,62531,26,35029,0.6225385654368379,1.5601861476707553
1095,62505,26,35055,0.6230006397952655,1.5608351331893449
1096,62479,26,35081,0.623462714153693,1.5614846588453721
1097,62454,25,35106,0.6239070164214118,1.562109712748583
1098,62429,25,35131,0.6243513186891306,1.5627352672636114
1099,62404,25,35156,0.6247956209568494,1.563361322992116
1100,62379,25,35181,0.6252399232245681,1.563987880536719
1101,62354,25,35206,0.6256842254922869,1.5646149405010104
1102,62329,25,35231,0.6261285277600057,1.5652425034895474
1103,62304,25,35256,0.6265728300277245,1.5658705701078584
1104,62279,25,35281,0.6270171322954432,1.5664991409624431
1105,62254,25,35306,0.6274614345631621,1.5671282166607767
1106,62229,25,35331,0.6279057368308808,1.5677577978113098
1107,62204,25,35356,0.6283500390985995,1.5683878850234712
1108,62179,25,35381,0.6287943413663183,1.5690184789076698
1109,62154,25,35406,0.6292386436340371,1.5696495800752968
1110,62129,25,35431,0.6296829459017559,1.5702811891387274
1111,62104,25,35456,0.6301272481694746,1.570913306711323
1112,62079,25,35481,0.6305715504371935,1.5715459334074324
1113,62054,25,35506,0.6310158527049122,1.5721790698423954
1114,62029,25,35531,0.631460154972631,1.5728127166325427
1115,62004,25,35556,0.6319044572403497,1.5734468743952004
1116,61979,25,35581,0.6323487595080686,1.574081543748689
1117,61954,25,35606,0.6327930617757873,1.5747167253123284
1118,61929,25,35631,0.6332373640435061,1.575352419706438
1119,61904,25,35656,0.6336816663112248,1.5759886275523391
1120,61879,25,35681,0.6341259685789437,1.5766253494723574
1121,61854,25,35706,0.6345702708466624,1.5772625860898244
1122,61829,25,35731,0.6350145731143811,1.5779003380290801
1123,61804,25,35756,0.6354588753821,1.5785386059154747
1124,61779,25,35781,0.6359031776498187,1.5791773903753703
1125,61754,25,35806,0.6363474799175375,1.5798166920361434
1126,61729,25,35831,0.6367917821852562,1.580456511526187
1127,61704,25,35856,0.6372360844529751,1.5810968494749125
1128,61679,25,35881,0.6376803867206938,1.5817377065127516
1129,61654,25,35906,0.6381246889884126,1.5823790832711584
1130,61629,25,35931,0.6385689912561314,1.583020980382612
1131,61604,25,35956,0.6390132935238502,1.583663398480618
1132,61579,25,35981,0.6394575957915689,1.584306338199711
1133,61554,25,36006,0.6399018980592877,1.5849498001754556
1134,61529,25,36031,0.6403462003270065,1.5855937850444506
1135,61504,25,36056,0.6407905025947253,1.5862382934443289
1136,61479,25,36081,0.641234804862444,1.5868833260137607
1137,61454,25,36106,0.6416791071301627,1.5875288833924561
1138,61429,25,36131,0.6421234093978816,1.588174966221166
1139,61404,25,36156,0.6425677116656003,1.5888215751416845
1140,61379,25,36181,0.6430120139333191,1.5894687107968524
1141,61354,25,36206,0.6434563162010379,1.590116373830557
1142,61329,25,36231,0.6439006184687567,1.5907645648877367
1143,61304,25,36256,0.6443449207364754,1.5914132846143807
1144,61279,25,36281,0.6447892230041942,1.5920625336575336
1145,61254,25,36306,0.645233525271913,1.5927123126652953
1146,61229,25,36331,0.6456778275396318,1.593362622286825
1147,61204,25,36356,0.6461221298073505,1.5940134631723417
1148,61179,25,36381,0.6465664320750694,1.5946648359731281
1149,61154,25,36406,0.6470107343427881,1.5953167413415312
1150,61129,25,36431,0.6474550366105069,1.5959691799309657
1151,61104,25,36456,0.6478993388782256,1.5966221523959152
1152,61079,25,36481,0.6483436411459444,1.597275659391935
1153,61054,25,36506,0.6487879434136632,1.5979297015756544
1154,61029,25,36531,0.6492322456813819,1.598584279604778
1155,61004,25,36556,0.6496765479491007,1.5992393941380894
1156,60979,25,36581,0.6501208502168195,1.5998950458354515
1157,60954,25,36606,0.6505651524845383,1.6005512353578109
1158,60929,25,36631,0.651009454752257,1.6012079633671978
1159,60904,25,36656,0.6514537570199759,1.6018652305267307
1160,60879,25,36681,0.6518980592876946,1.6025230375006159
1161,60854,25,36706,0.6523423615554134,1.6031813849541525
1162,60829,25,36731,0.6527866638231321,1.6038402735537325
1163,60804,25,36756,0.653230966090851,1.6044997039668443
1164,60779,25,36781,0.6536752683585697,1.6051596768620742
1165,60754,25,36806,0.6541195706262884,1.605820192909109
1166,60729,25,36831,0.6545638728940073,1.6064812527787384
1167,60704,25,36856,0.655008175161726,1.6071428571428572
1168,60679,25,36881,0.6554524774294448,1.6078050066744674
1169,60654,25,36906,0.6558967796971635,1.6084677020476803
1170,60629,25,36931,0.6563410819648824,1.6091309439377195
1171,60604,25,36956,0.6567853842326011,1.6097947330209228
1172,60579,25,36981,0.6572296865003199,1.6104590699747436
1173,60554,25,37006,0.6576739887680386,1.6111239554777554
1174,60529,25,37031,0.6581182910357575,1.6117893902096516
1175,60504,25,37056,0.6585625933034762,1.6124553748512496
1176,60479,25,37081,0.659006895571195,1.6131219100844922
1177,60454,25,37106,0.6594511978389138,1.6137889965924506
1178,60429,25,37131,0.6598955001066326,1.614456635059326
1179,60404,25,37156,0.6603398023743513,1.6151248261704523
1180,60379,25,37181,0.66078410464207,1.615793570612299
1181,60354,25,37206,0.6612284069097889,1.6164628690724725
1182,60329,25,37231,0.6616727091775076,1.617132722239719
1183,60304,25,37256,0.6621170114452264,1.6178031308039267
1184,60279,25,37281,0.6625613137129452,1.618474095456129
1185,60254,25,37306,0.663005615980664,1.6191456168885052
1186,60229,25,37331,0.6634499182483827,1.6198176957943848
1187,60204,25,37356,0.6638942205161015,1.620490332868248
1188,60179,25,37381,0.6643385227838203,1.6211635288057296
1189,60154,25,37406,0.6647828250515391,1.6218372843036206
1190,60129,25,37431,0.6652271273192578,1.6225116000598714
1191,60104,25,37456,0.6656714295869766,1.6231864767735924
1192,60079,25,37481,0.6661157318546954,1.623861915145059
1193,60054,25,37506,0.6665600341224142,1.6245379158757118
1194,60029,25,37531,0.6670043363901329,1.6252144796681605
1195,60004,25,37556,0.6674486386578518,1.6258916072261849
1196,59979,25,37581,0.6678929409255705,1.6265692992547391
1197,59955,24,37605,0.6683194711025805,1.6272204153114835
1198,59931,24,37629,0.6687460012795905,1.62787205286079
1199,59907,24,37653,0.6691725314566006,1.6285242125294206
1200,59883,24,37677,0.6695990616336106,1.629176894945143
1201,59859,24,37701,0.6700255918106206,1.6298301007367313
1202,59835,24,37725,0.6704521219876306,1.6304838305339684
1203,59811,24,37749,0.6708786521646406,1.631138084967648
1204,59787,24,37773,0.6713051823416507,1.631792864669577
1205,59763,24,37797,0.6717317125186607,1.6324481702725766
1206,59739,24,37821,0.6721582426956707,1.6331040024104857
1207,59715,24,37845,0.6725847728726807,1.6337603617181613
1208,59691,24,37869,0.6730113030496908,1.634417248831482
1209,59667,24,37893,0.6734378332267008,1.6350746643873497
1210,59643,24,37917,0.6738643634037108,1.635732609023691
1211,59619,24,37941,0.6742908935807208,1.6363910833794595
1212,59595,24,37965,0.6747174237577308,1.6370500880946388
1213,59571,24,37989,0.6751439539347409,1.6377096238102433
1214,59547,24,38013,0.6755704841117509,1.6383696911683208
1215,59523,24,38037,0.6759970142887609,1.639030290811955
1216,59499,24,38061,0.6764235444657709,1.639691423385267
1217,59475,24,38085,0.676850074642781,1.6403530895334173
1218,59451,24,38109,0.677276604819791,1.641015289902609
1219,59427,24,38133,0.677703134996801,1.6416780251400878
1220,59403,24,38157,0.678129665173811,1.6423412958941468
1221,59379,24,38181,0.6785561953508211,1.6430051028141262
1222,59355,24,38205,0.6789827255278311,1.643669446550417
1223,59331,24,38229,0.6794092557048411,1.6443343277544622
1224,59307,24,38253,0.6798357858818511,1.6449997470787596
1225,59283,24,38277,0.6802623160588611,1.6456657051768635
1226,59259,24,38301,0.6806888462358712,1.6463322027033869
1227,59235,24,38325,0.6811153764128812,1.6469992403140035
1228,59211,24,38349,0.6815419065898912,1.6476668186654506
1229,59187,24,38373,0.6819684367669012,1.6483349384155304
1230,59163,24,38397,0.6823949669439113,1.6490036002231123
1231,59139,24,38421,0.6828214971209213,1.6496728047481357
1232,59115,24,38445,0.6832480272979313,1.6503425526516113
1233,59091,24,38469,0.6836745574749413,1.6510128445956238
1234,59067,24,38493,0.6841010876519513,1.6516836812433338
1235,59043,24,38517,0.6845276178289614,1.6523550632589807
1236,59019,24,38541,0.6849541480059714,1.6530269913078839
1237,58995,24,38565,0.6853806781829814,1.6536994660564455
1238,58971,24,38589,0.6858072083599914,1.6543724881721524
1239,58947,24,38613,0.6862337385370015,1.6550460583235789
1240,58923,24,38637,0.6866602687140115,1.655720177180388
1241,58899,24,38661,0.6870867988910215,1.6563948454133346
1242,58875,24,38685,0.6875133290680315,1.6570700636942675
1243,58851,24,38709,0.6879398592450416,1.657745832696131
1244,58827,24,38733,0.6883663894220516,1.6584221530929675
1245,58803,24,38757,0.6887929195990616,1.6590990255599205
1246,58779,24,38781,0.6892194497760716,1.6597764507732353
1247,58755,24,38805,0.6896459799530816,1.660454429410263
1248,58731,24,38829,0.6900725101300917,1.661132962149461
1249,58707,24,38853,0.6904990403071017,1.661812049670397
1250,58683,24,38877,0.6909255704841117,1.6624916926537499
1251,58659,24,38901,0.6913521006611217,1.6631718917813123
1252,58635,24,38925,0.6917786308381318,1.6638526477359938
1253,58611,24,38949,0.6922051610151418,1.6645339612018222
1254,58587,24,38973,0.6926316911921518,1.665215832863946
1255,58563,24,38997,0.6930582213691618,1.6658982634086368
1256,58539,24,39021,0.6934847515461718,1.6665812535232922
1257,58515,24,39045,0.693911281723182,1.6672648038964368
1258,58491,24,39069,0.694337811900192,1.6679489152177258
1259,58467,24,39093,0.694764342077202,1.6686335881779466
1260,58443,24,39117,0.695190872254212,1.669318823469021
1261,58419,24,39141,0.695617402431222,1.6700046217840085
1262,58395,24,39165,0.696043932608232,1.6706909838171076
1263,58371,24,39189,0.696470462785242,1.6713779102636583
1264,58347,24,39213,0.696896992962252,1.672065401820145
1265,58323,24,39237,0.6973235231392622,1.6727534591841984
1266,58299,24,39261,0.6977500533162722,1.6734420830545977
1267,58275,24,39285,0.6981765834932822,1.6741312741312742
1268,58251,24,39309,0.6986031136702922,1.6748210331153113
1269,58227,24,39333,0.6990296438473022,1.6755113607089493
1270,58203,24,39357,0.6994561740243123,1.6762022576155868
1271,58179,24,39381,0.6998827042013223,1.6768937245397824
1272,58155,24,39405,0.7003092343783323,1.6775857621872583
1273,58131,24,39429,0.7007357645553423,1.6782783712649016
1274,58107,24,39453,0.7011622947323524,1.6789715524807682
1275,58083,24,39477,0.7015888249093624,1.6796653065440834
1276,58059,24,39501,0.7020153550863724,1.6803596341652458
1277,58035,24,39525,0.7024418852633824,1.6810545360558284
1278,58011,24,39549,0.7028684154403924,1.6817500129285825
1279,57987,24,39573,0.7032949456174025,1.6824460654974391
1280,57963,24,39597,0.7037214757944125,1.6831426944775114
1281,57939,24,39621,0.7041480059714225,1.6838399005850981
1282,57915,24,39645,0.7045745361484325,1.6845376845376845
1283,57891,24,39669,0.7050010663254426,1.6852360470539463
1284,57867,24,39693,0.7054275965024526,1.685934988853751
1285,57843,24,39717,0.7058541266794626,1.6866345106581608
1286,57819,24,39741,0.7062806568564726,1.687334613189436
1287,57795,24,39765,0.7067071870334826,1.6880352971710355
1288,57771,24,39789,0.7071337172104927,1.6887365633276212
1289,57747,24,39813,0.7075602473875027,1.689438412385059
1290,57723,24,39837,0.7079867775645127,1.6901408450704225
1291,57699,24,39861,0.7084133077415227,1.690843862111995
1292,57675,24,39885,0.7088398379185328,1.6915474642392718
1293,57651,24,39909,0.7092663680955428,1.692251652182963
1294,57627,24,39933,0.7096928982725528,1.6929564266749961
1295,57603,24,39957,0.7101194284495628,1.6936617884485183
1296,57579,24,39981,0.7105459586265729,1.6943677382378992
1297,57555,24,40005,0.7109724888035829,1.6950742767787335
1298,57531,24,40029,0.7113990189805929,1.6957814048078428
1299,57507,24,40053,0.7118255491576029,1.6964891230632793
1300,57483,24,40077,0.7122520793346129,1.6971974322843275
1301,57460,23,40100,0.7126608374209142,1.6978767838496345
1302,57437,23,40123,0.7130695955072155,1.6985566794923133
1303,57414,23,40146,0.7134783535935167,1.6992371198662348
1304,57391,23,40169,0.713887111679818,1.6999181056263177
1305,57368,23,40192,0.7142958697661193,1.7005996374285315
1306,57345,23,40215,0.7147046278524205,1.701281715929898
1307,57322,23,40238,0.7151133859387219,1.701964341788493
1308,57299,23,40261,0.7155221440250231,1.7026475156634495
1309,57276,23,40284,0.7159309021113244,1.7033312382149592
1310,57253,23,40307,0.7163396601976256,1.704015510104274
1311,57230,23,40330,0.7167484182839269,1.7047003319937095
1312,57207,23,40353,0.7171571763702282,1.7053857045466463
1313,57184,23,40376,0.7175659344565295,1.7060716284275321
1314,57161,23,40399,0.7179746925428308,1.7067581043018842
1315,57138,23,40422,0.718383450629132,1.7074451328362912
1316,57115,23,40445,0.7187922087154333,1.7081327146984155
1317,57092,23,40468,0.7192009668017345,1.7088208505569957
1318,57069,23,40491,0.7196097248880359,1.7095095410818484
1319,57046,23,40514,0.7200184829743371,1.71019878694387
1320,57023,23,40537,0.7204272410606384,1.7108885888150396
1321,57000,23,40560,0.7208359991469396,1.711578947368421
1322,56977,23,40583,0.7212447572332409,1.7122698632781648
1323,56954,23,40606,0.7216535153195421,1.7129613372195105
1324,56931,23,40629,0.7220622734058435,1.7136533698687886
1325,56908,23,40652,0.7224710314921448,1.7143459619034231
1326,56885,23,40675,0.722879789578446,1.7150391140019337
1327,56862,23,40698,0.7232885476647473,1.715732826843938
1328,56839,23,40721,0.7236973057510485,1.7164271011101533
1329,56816,23,40744,0.7241060638373499,1.7171219374823994
1330,56793,23,40767,0.7245148219236511,1.7178173366436005
1331,56770,23,40790,0.7249235800099524,1.7185132992777876
1332,56747,23,40813,0.7253323380962536,1.7192098260701005
1333,56724,23,40836,0.7257410961825549,1.7199069177067907
1334,56701,23,40859,0.7261498542688561,1.7206045748752226
1335,56678,23,40882,0.7265586123551575,1.7213027982638767
1336,56655,23,40905,0.7269673704414588,1.722001588562351
1337,56632,23,40928,0.72737612852776,1.7227009464613645
1338,56609,23,40951,0.7277848866140613,1.7234008726527583
1339,56586,23,40974,0.7281936447003625,1.7241013678294985
1340,56563,23,40997,0.7286024027866638,1.724802432685678
1341,56540,23,41020,0.7290111608729651,1.7255040679165192
1342,56517,23,41043,0.7294199189592664,1.7262062742183768
1343,56494,23,41066,0.7298286770455676,1.7269090522887387
1344,56471,23,41089,0.7302374351318689,1.7276124028262294
1345,56448,23,41112,0.7306461932181701,1.7283163265306123
1346,56425,23,41135,0.7310549513044715,1.7290208241027913
1347,56402,23,41158,0.7314637093907728,1.729725896244814
1348,56379,23,41181,0.731872467477074,1.7304315436598734
1349,56356,23,41204,0.7322812255633753,1.7311377670523103
1350,56333,23,41227,0.7326899836496765,1.7318445671276161
1351,56310,23,41250,0.7330987417359778,1.7325519445924347
1352,56287,23,41273,0.7335074998222791,1.733259900154565
1353,56264,23,41296,0.7339162579085804,1.7339684345229631
1354,56241,23,41319,0.7343250159948816,1.7346775484077452
1355,56218,23,41342,0.7347337740811829,1.7353872425201893
1356,56195,23,41365,0.7351425321674842,1.7360975175727378
1357,56172,23,41388,0.7355512902537854,1.7368083742790001
1358,56149,23,41411,0.7359600483400868,1.7375198133537553
1359,56126,23,41434,0.736368806426388,1.738231835512953
1360,56103,23,41457,0.7367775645126893,1.738944441473718
1361,56080,23,41480,0.7371863225989905,1.7396576319543509
1362,56057,23,41503,0.7375950806852918,1.7403714076743315
1363,56034,23,41526,0.738003838771593,1.7410857693543207
1364,56011,23,41549,0.7384125968578944,1.741800717716163
1365,55988,23,41572,0.7388213549441957,1.7425162534828893
1366,55965,23,41595,0.7392301130304969,1.7432323773787188
1367,55942,23,41618,0.7396388711167982,1.7439490901290622
1368,55919,23,41641,0.7400476292030994,1.7446663924605232
1369,55896,23,41664,0.7404563872894008,1.7453842851009016
1370,55873,23,41687,0.740865145375702,1.7461027687791957
1371,55850,23,41710,0.7412739034620033,1.7468218442256043
1372,55827,23,41733,0.7416826615483045,1.7475415121715299
1373,55804,23,41756,0.7420914196346058,1.7482617733495807
1374,55781,23,41779,0.742500177720907,1.748982628493573
1375,55758,23,41802,0.7429089358072084,1.7497040783385345
1376,55735,23,41825,0.7433176938935097,1.750426123620705
1377,55712,23,41848,0.7437264519798109,1.7511487650775417
1378,55689,23,41871,0.7441352100661122,1.7518720034477187
1379,55666,23,41894,0.7445439681524134,1.7525958394711314
1380,55643,23,41917,0.7449527262387147,1.7533202738888989
1381,55620,23,41940,0.745361484325016,1.7540453074433657
1382,55597,23,41963,0.7457702424113173,1.754770940878105
1383,55574,23,41986,0.7461790004976185,1.7554971749379207
1384,55551,23,42009,0.7465877585839198,1.7562240103688502
1385,55528,23,42032,0.746996516670221,1.7569514479181674
1386,55505,23,42055,0.7474052747565224,1.7576794883343843
1387,55482,23,42078,0.7478140328428237,1.7584081323672542
1388,55459,23,42101,0.7482227909291249,1.7591373807677744
1389,55436,23,42124,0.7486315490154262,1.7598672342881883
1390,55413,23,42147,0.7490403071017274,1.760597693681988
1391,55390,23,42170,0.7494490651880287,1.7613287597039178
1392,55367,23,42193,0.74985782327433,1.7620604331099752
1393,55344,23,42216,0.7502665813606313,1.7627927146574154
1394,55321,23,42239,0.7506753394469325,1.7635256051047523
1395,55298,23,42262,0.7510840975332338,1.7642591052117618
1396,55275,23,42285,0.751492855619535,1.7649932157394843
1397,55252,23,42308,0.7519016137058363,1.765727937450228
1398,55229,23,42331,0.7523103717921377,1.7664632711075703
1399,55206,23,42354,0.7527191298784389,1.7671992174763613
1400,55183,23,42377,0.7531278879647402,1.7679357773227262
1401,55160,23,42400,0.7535366460510414,1.7686729514140682
1402,55137,23,42423,0.7539454041373427,1.7694107405190707
1403,55114,23,42446,0.754354162223644,1.7701491454077003
1404,55091,23,42469,0.7547629203099453,1.7708881668512098
1405,55068,23,42492,0.7551716783962465,1.77162780562214
1406,55045,23,42515,0.7555804364825478,1.7723680624943228
1407,55022,23,42538,0.755989194568849,1.7731089382428846
1408,54999,23,42561,0.7563979526551503,1.773850433644248
1409,54977,22,42583,0.7567889386507429,1.774560270658639
1410,54955,22,42605,0.7571799246463354,1.7752706760076427
1411,54933,22,42627,0.7575709106419279,1.7759816503740922
1412,54911,22,42649,0.7579618966375204,1.776693194441915
1413,54889,22,42671,0.758352882633113,1.777405308896136
1414,54867,22,42693,0.7587438686287055,1.778117994422877
1415,54845,22,42715,0.759134854624298,1.7788312517093627
1416,54823,22,42737,0.7595258406198905,1.7795450814439195
1417,54801,22,42759,0.7599168266154831,1.7802594843159796
1418,54779,22,42781,0.7603078126110756,1.7809744610160827
1419,54757,22,42803,0.7606987986066681,1.7816900122358785
1420,54735,22,42825,0.7610897846022606,1.7824061386681282
1421,54713,22,42847,0.7614807705978531,1.7831228410067077
1422,54691,22,42869,0.7618717565934456,1.7838401199466092
1423,54669,22,42891,0.7622627425890381,1.7845579761839434
1424,54647,22,42913,0.7626537285846307,1.7852764104159424
1425,54625,22,42935,0.7630447145802233,1.7859954233409612
1426,54603,22,42957,0.7634357005758158,1.7867150156584803
1427,54581,22,42979,0.7638266865714083,1.7874351880691084
1428,54559,22,43001,0.7642176725670008,1.7881559412745835
1429,54537,22,43023,0.7646086585625933,1.7888772759777765
1430,54515,22,43045,0.7649996445581858,1.7895991928826929
1431,54493,22,43067,0.7653906305537783,1.7903216926944745
1432,54471,22,43089,0.7657816165493708,1.791044776119403
1433,54449,22,43111,0.7661726025449634,1.791768443864901
1434,54427,22,43133,0.766563588540556,1.7924926966395356
1435,54405,22,43155,0.7669545745361485,1.793217535153019
1436,54383,22,43177,0.767345560531741,1.7939429601162127
1437,54361,22,43199,0.7677365465273335,1.7946689722411286
1438,54339,22,43221,0.768127532522926,1.7953955722409318
1439,54317,22,43243,0.7685185185185185,1.7961227608299428
1440,54295,22,43265,0.768909504514111,1.7968505387236393
1441,54273,22,43287,0.7693004905097036,1.79757890663866
1442,54251,22,43309,0.7696914765052961,1.7983078652928057
1443,54229,22,43331,0.7700824625008886,1.7990374154050415
1444,54207,22,43353,0.7704734484964811,1.7997675576955006
1445,54185,22,43375,0.7708644344920736,1.800498292885485
1446,54163,22,43397,0.7712554204876662,1.8012296216974688
1447,54141,22,43419,0.7716464064832587,1.8019615448551005
1448,54119,22,43441,0.7720373924788512,1.8026940630832056
1449,54097,22,43463,0.7724283784744438,1.8034271771077879
1450,54075,22,43485,0.7728193644700363,1.8041608876560333
1451,54053,22,43507,0.7732103504656288,1.8048951954563115
1452,54031,22,43529,0.7736013364612213,1.8056301012381781
1453,54009,22,43551,0.7739923224568138,1.806365605732378
1454,53987,22,43573,0.7743833084524063,1.8071017096708466
1455,53965,22,43595,0.7747742944479988,1.8078384137867136
1456,53943,22,43617,0.7751652804435913,1.808575718814304
1457,53921,22,43639,0.7755562664391839,1.8093136254891415
1458,53899,22,43661,0.7759472524347765,1.8100521345479508
1459,53877,22,43683,0.776338238430369,1.8107912467286598
1460,53855,22,43705,0.7767292244259615,1.811530962770402
1461,53833,22,43727,0.777120210421554,1.8122712834135195
1462,53811,22,43749,0.7775111964171465,1.813012209399565
1463,53789,22,43771,0.777902182412739,1.8137537414713045
1464,53767,22,43793,0.7782931684083315,1.8144958803727194
1465,53745,22,43815,0.778684154403924,1.8152386268490093
1466,53723,22,43837,0.7790751403995166,1.8159819816465945
1467,53701,22,43859,0.7794661263951091,1.8167259455131188
1468,53679,22,43881,0.7798571123907017,1.8174705191974516
1469,53657,22,43903,0.7802480983862942,1.8182157034496897
1470,53635,22,43925,0.7806390843818867,1.8189614990211616
1471,53613,22,43947,0.7810300703774792,1.8197079066644284
1472,53591,22,43969,0.7814210563730717,1.8204549271332873
1473,53569,22,43991,0.7818120423686642,1.8212025611827736
1474,53547,22,44013,0.7822030283642568,1.8219508095691634
1475,53525,22,44035,0.7825940143598493,1.8226996730499767
1476,53503,22,44057,0.7829850003554418,1.8234491523839784
1477,53481,22,44079,0.7833759863510343,1.824199248331183
1478,53459,22,44101,0.7837669723466268,1.8249499616528555
1479,53437,22,44123,0.7841579583422194,1.8257012931115144
1480,53415,22,44145,0.7845489443378119,1.826453243470935
1481,53393,22,44167,0.7849399303334044,1.827205813496151
1482,53371,22,44189,0.785330916328997,1.827959003953458
1483,53349,22,44211,0.7857219023245895,1.8287128156104144
1484,53327,22,44233,0.786112888320182,1.8294672492358468
1485,53305,22,44255,0.7865038743157745,1.8302223055998499
1486,53283,22,44277,0.786894860311367,1.8309779854737909
1487,53261,22,44299,0.7872858463069595,1.831734289630311
1488,53239,22,44321,0.787676832302552,1.832491218843329
1489,53217,22,44343,0.7880678182981445,1.8332487738880432
1490,53195,22,44365,0.7884588042937372,1.8340069555409344
1491,53173,22,44387,0.7888497902893297,1.834765764579768
1492,53151,22,44409,0.7892407762849222,1.8355252017835977
